ANO;CODIGO_ORGAO_ENTIDADE;SIGLA_ORGAO_ENTIDADE;CNPJ_CPF_CONTRATADO;CONTRATADO;OBJETO;DATA_INICIO_VIGENCIA;DATA_FIM_VIGENCIA;VALOR;PROCESSO_SEI;LINK_SEI;PROCESSO_COMPRA;NUMERO_SIAFI;INTEGRA_CONTRATO;LINK_PORTAL
2020;2270;FHEMIG;02.873.047/0001-95;VITAE TECNOLOGIA EM MEDICINA LTDA - EPP;Manteunção Corretiva em Ventiladores Pulmonares da Marca Dixtal;20200423;;116438,2;2270.01.0011278/2020-05 ;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZ4thJFL3aD41mUdewfqOVgqHx_C0cn5sM0KUFryvhiD;0510037 000125/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/19-05-2020/1831008/0/0/22830/0/0/0/0/17638/7010010/92859/10758/322569/0510037000125-2020
2020;2270;FHEMIG;03.479.428/0001-57;ATUANTE COMERCIAL LTDA-ME;Aquisição de reguladores de pressão para cilindro de oxigênio e rede canalizada de oxigênio e ar comprimido;20200327;;6160;2270.01.0011621/2020-56;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNfHosv7CHKwKv6nG5zSy7lILjm3_gDalmMXv8MGC471p;0518005 000036/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/19-05-2020/1831008/0/0/18037/0/0/0/0/5958/48200220/155765/1456741/321242/0518005000036-2020
2020;2270;FHEMIG;04.956.527/0001-45;ORION COMERCIO DE ARTIGOS MEDICOS LTDA;Aquisição de pinça hemostática Kelly para o HRAD/FHEMIG;20200423;;188;2270.01.0011840/2020-60;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNdDJEAKy7_1KkCMtnIfGZ81gZ2XHlSBUgaC2tB8vj9mX;0518005 000037/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/19-05-2020/1831008/0/0/33763/0/0/0/0/15854/65230647/3299/61204/322642/0518005000037-2020
2020;1320;SES;11.405.384/0001-49;ALFA MED SISTEMAS MEDICOS LTDA;Aquisição de monitores respiratórios, para atendimento a demanda da Pandemia do COVID-19, no Estado de Minas Gerais;20200404;20201003;175680;1500.01.0016175/2020-18;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNfNt5bG0xtwVT036uzyHHpjGV5aqG5njRuiyFTmrZXXO;1501561 000015/2020;9245710;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162549;
2020;1320;SES;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;Aquisição de Máscaras N95, para atendimento a pandemia do COVID-19, no Estado de Minas Gerais;20200404;20201003;11257500;1320.01.0038920/2020-59;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNUkApG51peFMARHIXGBukGXSpHubhMU-5fnf5SJ8ey6H;1501561 000016/2020;9245712;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162531;
2020;1320;SES;01.212.789/0001-07;R&D MEDIQ EQUIPAMENTOS E SERVIÇOS ESPECIALIZADOS LTDA;Aquisição de monitores respiratórios, para atendimento da pandemia do COVID-19;20200408;20201007;472395;1500.01.0017829/2020-77;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNdQ4oRxmvW9pnK9vKsjLJAycEfDozyMx5goZlzcbf4Mh;1501561 000017/2020;9245714;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162552;
2020;1500;SEPLAG;52.202.744/0001-92;NACIONAL COMERCIAL HOSPITALAR S/A;Aquisição de luvas, para atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais;20200409;;1052800;1500.01.0017382/2020-21;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNUAGREm10rtH8EyWB4GHzPTK7GQGOKYE_fkgkdsW8Z6f;1501561 000018/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/2/2020/01-03-2020/22-05-2020/1831065/2/0/0/0/0/0/0/21609/84950013/170586/1672592/321925/1501561000018-2020
2020;1320;SES;90.909.631/0001-10;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;Aquisição de Cardioversor com marcapasso para atendimento de demanda da Secretaria de Estado da Saúde, visando equipar as unidades hospitalares envolvidas no atendimento e combate ao COVID-19;20200410;20201009;1416600;1500.01.0018434/2020-38;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNd9wg_GxfQdO9kP9tLZDScOCbeAxVN_lV9hX4g3XPDsI;1501561 000019/2020;9245760;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162606;
2020;1500;SEPLAG;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;Aquisição de equipamentos médicos Hospitalares, para atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais;20200410;20201009;5149557,5;1500.01.0019011/2020-76;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNT3y2moQgKxLgOHoUUS13f0ir908xrj-QXK1zDd9TLD-;1501561 000020/2020;9245764;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162607;
2020;1320;SES;03.620.716/0001-80;CMOS DRAKE DO NORDESTE S.A;Aquisição de Cardioversores para atendimento a pandemia do COVID-19, no Estado de Minas Gerais;20200414;20201013;2127400;1500.01.0019103/2020-17;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNQyKQ2LN1E2Z105Gh8X_iVewj7W1Y5VyCcpPXR2vacCn;1501561 000021/2020;9245766;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162597;
2020;1320;SES;10.444.624/0001-51;SISNAC PRODUTOS PARA SAUDE LTDA;Aquisição de Aparelhos respiratórios para atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais;20200416;20201015;3265000;1500.01.0018532/2020-11;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNYX2MPf1EaoBsxrQA32QUq0yeoMRnBBShIM3PTB1Jn3l;1501561 000022/2020;3245781;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162614;
2020;2270;FHEMIG;14.707.364/0001-10;XCMG BRASIL INDUSTRIA LTDA;Aquisição  de Máscaras N95 para atendimento a pandemia do COVID-19, no Estado de Minas Gerais;20200424;;6310939,7;1500.01.0019377/2020-88;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNSjws8--_G4k2QvBfMLiDt9aYR5v-JFbxMvocMhiYnmr;1501561 000023/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/22-05-2020/1831008/0/0/30348/0/0/0/0/10733/65320034/10036/125628/322363/1501561000023-2020
2020;1500;SEPLAG;52.202.744/0001-82;NACIONAL COMERCIAL HOSPITALAR S/A;Aquisição de luvas, para atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais;20200417;;572550;1500.01.0019842/2020-46;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNQ-7S4HdtuZ2tRT2ihh0Mc2TMrlTYKlrSUALbpTWdDIL;1501561 000024/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/2/2020/01-03-2020/22-05-2020/1831065/2/0/0/0/0/0/0/21609/84950013/170586/1672592/322509/1501561000024-2020
2020;1500;SEPLAG;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;Aquisição emergencial de equipamentos para proteção individual, visando equipar e proteger os profissionais envolvidos no atendimento e combate a pandemia do COVID-19 no Estado de Minas Gerais;20200423;20201022;7350000;1500.01.0020051/2020-29;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNT5QG9edZ9qFcWAIHB4XPUqvNgI1GZ9_NTCAJyo1S4jb;1501561 000025/2020;9246004;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162676;
2020;1500;SEPLAG;14.707.364/0001-10;XCMG BRASIL INDUSTRIA LTDA;Aquisição de máscaras descartáveis, para atendimento a demanda de pandemia do COVID-19, no Estado de Minas Gerais;20200423;20201022;8220000;1500.01.0020336/2020-94;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNfPhIMOlq1KvViQ9Y5z_UX5Az8xDi1-K1mNgYgrN0YQE;1501561 000026/2020;9246005;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162677;
2020;2270;FHEMIG;14.707.364/0001-10;XCMG BRASIL INDUSTRIA LTDA;Aquisição de equipamentos médicos Hospitalares, para atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais;20200424;;2334512,88;1500.01.0020447/2020-07;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNV3UTwo-FCdcv9HnEOu0LtYV_RHPnni7A0380GJPLVdO;1501561 000027/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/22-05-2020/1831008/0/0/30348/0/0/0/0/10733/65320034/8733/125245/322808/1501561000027-2020
2020;1320;SES;61.849.381/0001-09;KTK INDUSTRIA, IMPORTACAO, EXPORTACAO E COMERCIO DE EQUIPAMENTOS HOSPITALARES LTDA;Aquisição de ventiladores respiratórios em atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais;20200429;20201028;43965000;1320.01.0046719/2020-73;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNbQ7AwV304bEwORegrpC8MU26oRYg3foGOu7dRNBiSC6;1501561 000028/2020;9247074;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162832;
2020;1320;SES;13.545.241/0001-68;SINTESE BIOTECNOLOGIA LTDA;Aquisição de kits de biologia molecular (PCR) para diagnóstico laboratorial do COVID-19 para enfrentamento de demanda da Secretaria de Estado da Saúde, visnado a ampliação da rede diagnóstica no Estado;20200430;20201029;5155780,63;1500.01.0018971/2020-89;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNUQWfe3MlhzbSyoPeP8vAWsPGWtDxxZB9X87V89pINb5;1501561 000029/2020;9247090;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/22-05-2020/1831017/0/0/20981/0/0/0/0/18494/68107757/215223/1753070/323117/1501561000029-2020;
2020;1500;SEPLAG;15.300.600/0001-42;MONICA REIS RUBIA-ME;Aquisição de aventais cirúrgicos de TNT impermeável, para atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais;20200508;20201107;6145000;1500.01.0020360/2020-28;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNbKgSOpElIwXfkVKO9SUqmTWxMs9s1x6ZQSd1E_EdFHf;1501561 000030/2020;9247154;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162971;
2020;1320;SES;00.331.788/0031-34;AIR LIQUIDE BRASIL LTDA;Aquisição de ventiladores pulmonares para atendimento de demanda da Secretaria de Estado da Saúde, visando equipar as unidades hospitalares envolvidas no atendimento e combate a pandemia do COVID-19;20200507;20201106;7307776,86;1500.01.0021514/2020-07;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNT1a_l40I2Ai3bADRCtSKqirkhVuMkobFpuiBgJavWbj;1501561 000031/2020;9247151;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162969;
2020;1500;SEPLAG;15.300.600/0001-42;MONICA REIS RUBIA-ME;Aquisição de aventais cirúrgicos de TNT impermeável, para atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais;20200509;20201108;6145000;1500.01.0020761/2020-65;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZMrwL1l0czSUExtLCVTXTNDl5qIGUBeIV94ZydOjaD1;1501561 000032/2020;9247179;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163028;
2020;2010;IPSEMG;07.837.315/0001-37;BIOLOGISTICA SOLUCOES EM LOGISTICA E SERVICOS EIRELI;Contratação, do serviço de coleta, transporte e entrega de material biológico de origem humana para análise, em virtude do surto de doença respiratória- CoronaVírus.;20200513;20201112;27653,11;2010.01.0015392/2020-52;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNQooaxlcnHtmrLkWw6gTNyR9L7QYVCcoU3CU8mwn4dbu;2012015 000034/2020;9247172;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/27-05-2020/1831081/0/0/12909/0/0/0/0/20261/6020240/175968/84581/322908/2012015000034-2020;
2020;2010;IPSEMG;00.267.908/0001-66;HAND SHOP SUPRIMENTOS MEDICOS & TERAPEUTICOS LTDA;Aquisição EMERGENCIAL do equipamento de proteção individual MÁSCARA DESCARTÁVEL N95 para o Hospital Governador Israel Pinheiro-HGIP,;20200403;;77400;2010.01.0014197/2020-16;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNQNokXU1GPeDIRmLJvM2Au83nZ9Vb3mOzvUzzUYm7gOo;2012015 000031/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/27-05-2020/1831081/0/0/13002/0/0/0/0/10733/65320034/10036/125628/321414/2012015000031-2020
2020;2010;IPSEMG;14.707.364/0001-10;XCMG BRASIL INDUSTRIA LTDA;Aquisição EMERGENCIAL de material médico-hospitalar MÁSCARA CIRÚRGICA TRÊS CAMADAS para o Hospital Governador Israel Pinheiro-HGIP.;20200520;;453600;2010.01.0012770/2020-36;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNQNokXU1GPeDIRmLJvM2Au83nZ9Vb3mOzvUzzUYm7gOo;2012015 000041/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/27-05-2020/1831081/0/0/30348/0/0/0/0/10733/65320034/8733/125245/324182/2012015000041-2020
2020;2270;FHEMIG;18.269.125/0001-87;BIOHOSP PRODUTOS HOSPITALARES SA;Medicamento Norepinefrina 2mg/ml, ampola 4ml;20200601;;264000;2270.01.0022126/2020-49;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNQ96LAwQppfQqua3aXvkvSizPgKOBjhvt6cHahgy3lgn;0500005 000054/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/02-06-2020/1831008/0/0/35542/0/0/0/0/5032/21220123/149400/1487353/324765/0500005000054-2020
2020;2270;FHEMIG;41.658.519/0001-49;CENTRAL SUPRIMENTOS LTDA - ME;Placas de Acrílico;20200527;;1635,7;2270.01.0019226/2020-70;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNVB_EHlDdvQlG0BKrpoiNgNs5MbO4SxOJWaUHJyA10IE;0505022 000024/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/04-06-2020/1831008/0/0/19011/0/0/0/0/2737/56200293/221355/1759841/324486/0505022000024-2020
2020;2270;FHEMIG;71.402.192/0001-00;DEPOSITO E ELETRICA INCONFINDENTES LTDA;Placa de Acrílico;20200519;;1200;2270.01.0021063/2020-38;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZBSVWGzj7LO4AMvjGbcpymUtNe_E5QH4x_DDV4nw_A9;0505022 000022/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/04-06-2020/1831008/0/0/58671/0/0/0/0/2737/56200293/219618/1758136/323827/0505022000022-2020
